# Inkform performance log
# startedAt=2026-09-01T18:01:06
# branch=Long
# commit=897c69d083fa0635fc82b263055aaab9a19996cd
# unity=6000.4.10f1 platform=WindowsEditor
# device=Z890 UD WIFI6E (Gigabyte Technology Co., Ltd.) os=Windows 11  (10.0.26200)
# screen=2560x1440 targetFps=60 vSync=0
time_s,scene,fps_avg,fps_min,fps_max,frame_ms,gc_mb,x,y,state,face
432.5,Mine Cave 1,60,54,67,16.65,826.9,435.29,124.09,CeilingMove,R
433.6,Mine Cave 1,60,56,65,16.68,830.4,438.59,121.71,Land,R
434.6,Mine Cave 1,60,55,66,16.67,834.1,436.53,122.37,Fall,R
435.6,Mine Cave 1,60,47,75,16.67,837.9,438.51,121.72,Land,R
436.6,Mine Cave 1,60,46,74,16.64,841.5,448.40,118.71,Land,R
437.6,Mine Cave 1,60,52,69,16.67,844.8,443.64,119.71,Land,L
438.6,Mine Cave 1,60,55,66,16.68,848.2,442.98,119.71,Idle,L
439.6,Mine Cave 1,60,53,69,16.68,852.3,442.98,119.71,Idle,L
440.6,Mine Cave 1,60,53,71,16.68,856.9,442.98,119.71,Idle,L
441.6,Mine Cave 1,60,49,77,16.68,861.4,442.98,119.71,Idle,L
442.6,Mine Cave 1,60,46,86,16.68,867.6,444.56,124.10,CeilingIdle,R
443.6,Mine Cave 1,59,23,156,16.85,814.6,446.16,119.71,Land,R
444.6,Mine Cave 1,60,54,65,16.63,815.0,449.82,119.64,JumpUp,R
445.6,Mine Cave 1,60,51,70,16.67,815.4,450.56,115.74,WallSlideL,L
446.6,Mine Cave 1,60,54,67,16.67,815.9,436.55,122.37,Fall,R
447.6,Mine Cave 1,60,51,69,16.67,817.1,436.12,121.71,Land,R
448.6,Mine Cave 1,60,54,68,16.66,819.1,438.59,122.17,JumpUp,R
449.7,Mine Cave 1,60,54,66,16.65,821.2,436.28,122.47,Fall,R
450.7,Mine Cave 1,60,53,76,16.69,823.8,438.05,121.71,Land,R
451.7,Mine Cave 1,60,51,73,16.63,827.0,438.05,121.71,Idle,R
452.7,Mine Cave 1,60,53,68,16.68,830.5,438.59,121.71,Idle,R
453.7,Mine Cave 1,60,58,62,16.68,834.2,433.48,122.71,Land,R
454.7,Mine Cave 1,60,57,62,16.67,837.8,443.68,121.32,Fall,R
455.7,Mine Cave 1,60,56,63,16.68,841.5,442.63,119.71,Land,L
456.7,Mine Cave 1,60,52,71,16.68,845.2,442.63,119.71,Idle,L
457.7,Mine Cave 1,60,48,81,16.62,849.0,441.43,120.74,Rise,R
458.7,Mine Cave 1,60,46,83,16.67,852.5,446.91,118.71,Land,L
459.7,Mine Cave 1,60,46,84,16.67,856.3,443.34,119.71,Land,L
460.7,Mine Cave 1,60,45,86,16.68,860.2,443.34,119.71,Idle,L
461.7,Mine Cave 1,60,46,86,16.66,865.0,442.53,119.71,Move,L
462.7,Mine Cave 1,60,54,67,16.68,872.6,442.09,119.71,Idle,L
463.7,Mine Cave 1,60,53,69,16.65,879.7,446.36,119.76,JumpUp,L
464.8,Mine Cave 1,59,36,75,16.81,799.4,443.19,119.71,Land,L
465.8,Mine Cave 1,60,48,82,16.68,799.8,443.19,119.71,Idle,L
466.8,Mine Cave 1,60,47,82,16.68,800.1,442.19,119.71,Idle,L
467.8,Mine Cave 1,60,46,88,16.68,802.1,441.13,121.24,Rise,L
468.8,Mine Cave 1,60,46,88,16.58,804.5,446.42,119.71,Fall,R
469.8,Mine Cave 1,60,54,67,16.69,807.1,447.28,119.38,JumpUp,L
470.8,Mine Cave 1,60,52,66,16.67,810.3,443.73,119.71,Land,L
471.8,Mine Cave 1,60,53,69,16.64,814.1,443.73,119.71,Land,L
472.8,Mine Cave 1,55,10,84,18.14,818.5,443.73,119.71,Land,L
473.8,Mine Cave 1,56,10,178,17.91,824.2,443.73,119.71,Land,L
474.8,Mine Cave 1,60,50,74,16.67,828.6,443.73,119.71,Land,L
475.8,Mine Cave 1,60,52,66,16.65,833.2,443.73,119.71,Land,L
476.8,Mine Cave 1,60,54,65,16.67,837.5,443.73,119.71,Land,L
477.9,Mine Cave 1,60,55,66,16.65,841.6,443.73,119.71,Land,L
478.9,Mine Cave 1,60,53,65,16.67,845.5,443.73,119.71,Land,L
479.9,Mine Cave 1,60,43,69,16.76,802.2,443.73,119.71,Land,L
480.9,Mine Cave 1,60,54,66,16.68,802.5,443.73,119.71,Land,L
481.9,Mine Cave 1,60,54,69,16.67,803.0,443.73,119.71,Land,L
482.9,Mine Cave 1,60,55,66,16.68,804.1,443.73,119.71,Land,L
483.9,Mine Cave 1,60,55,66,16.64,806.4,442.13,119.71,Idle,L
484.9,Mine Cave 1,60,56,66,16.67,809.1,442.12,119.71,Land,L
485.9,Mine Cave 1,60,55,65,16.67,812.2,447.39,119.47,Fall,R
486.9,Mine Cave 1,60,55,66,16.67,815.1,455.02,115.71,Fall,R
487.9,Mine Cave 1,60,53,68,16.65,818.2,432.23,123.42,Fall,R
488.9,Mine Cave 1,60,50,78,16.68,821.6,434.24,122.71,Land,L
489.9,Mine Cave 1,60,53,69,16.65,825.0,432.23,122.71,Land,R
490.9,Mine Cave 1,60,53,72,16.67,828.5,437.23,121.71,Land,R
491.9,Mine Cave 1,60,55,68,16.67,832.0,443.08,119.85,Fall,L
492.9,Mine Cave 1,60,58,62,16.67,835.5,442.11,119.71,Land,L
493.9,Mine Cave 1,60,57,63,16.68,839.0,442.11,119.71,Idle,L
494.9,Mine Cave 1,60,52,72,16.68,842.7,442.11,119.71,Idle,L
495.9,Mine Cave 1,60,50,76,16.68,846.6,444.87,119.71,Land,L
496.9,Mine Cave 1,60,48,79,16.69,850.4,443.31,119.71,Idle,L
497.9,Mine Cave 1,60,44,86,16.67,802.6,443.31,119.71,Idle,L
498.9,Mine Cave 1,60,51,74,16.69,802.9,442.79,119.71,Idle,L
499.9,Mine Cave 1,60,45,87,16.68,803.3,442.25,119.71,Idle,L
500.9,Mine Cave 1,60,46,88,16.60,803.8,443.24,122.78,Fall,L
501.9,Mine Cave 1,60,46,89,16.69,805.7,441.55,119.71,Land,L
503.0,Mine Cave 1,60,55,67,16.65,808.3,437.78,121.71,Land,R
504.0,Mine Cave 1,60,51,75,16.67,810.9,435.56,121.71,Idle,R
505.0,Mine Cave 1,60,54,66,16.67,814.1,437.44,121.71,Idle,R
506.0,Mine Cave 1,60,54,67,16.66,817.9,442.68,121.46,Fall,R
507.0,Mine Cave 1,60,55,66,16.67,822.1,447.62,119.04,Fall,R
508.0,Mine Cave 1,60,55,65,16.67,826.4,447.62,118.71,Land,R
# summary duration_s=508.0 frames=24302 fps_avg_global=48 fps_min_session=0
